PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,EC50 Qualifier,EC50,EC50 Standard Error,S0,SInf,Hill Slope,Num. Points,Max. Activity,Activity at 0.10uM,Activity at 0.19uM,Activity at 0.38uM,Activity at 0.75uM,Activity at 0.80uM,Activity at 1.50uM,Activity at 1.60uM,Activity at 3.00uM,Activity at 6.00uM
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"'<', '=', '>'",the concentration whereupon perceived activity reaches 50% of the maximum,the standard error for the calculated EC50 value,the fitted activity level at zero concentration,the fitted activity level at infinite concentration,the slope at EC50,the number of data points included in the plot,the maximum activity value observed,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration
RESULT_UNIT,,,,,,,,,MICROMOLAR,MICROMOLAR,PERCENT,PERCENT,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,
RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,0.1,0.19,0.38,0.75,0.8,1.5,1.6,3,6
1621,49724279,5342524,CC1=C(C=CO1)C(=O)N/N=C/C2=CC=C(O2)C3=CC(=CC=C3)[N+](=O)[O-],Active,57,,,=,2.05,1.068,-5.9,-100,4,14,-96.4,-6.2,-9.5,-1.8,-12.7,,-17.4,,-93.9,-96.4
1622,14732463,1046630,COC1=C(C=C(C=C1)C(=O)C2=C(OC3=C2C(=O)C4=CC=CC=C4C3=O)C(F)(F)F)OC,Active,61,,,=,0.884,1.062,6.9,-98.6,3.95,11,-98.7,11.2,2,3.6,,-35.6,,,-98.7,-97.8
1623,49827053,5411796,C1=CC=C(C=C1)/C(=N\NC(=O)C2=CC=CC=C2Cl)/C3=CC=CC=N3,Active,61,,,=,0.852,1.069,5.6,-100,4,12,-101.5,-6.4,16.5,-4.7,-30.3,,-97.5,,-101.5,-99.3
1624,853286,655938,C1CN(CCN1CCC(=O)NC2=CC(=CC=C2)Cl)CC3=CC=CC=C3,Active,60,,,=,0.965,1.517,-25,-100,0.92,13,-95.4,-41.5,-39.6,-39.7,-55.3,,-69.1,,-83.4,-95.4
1625,4255895,1244312,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCO5,Active,55,,,=,3.401,1.098,0,-100,3.43,14,-97,6.8,12.3,4.2,-12.3,,-22.6,,-31,-97
1626,14743275,2011082,CC1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,Active,55,,,=,3.062,1.053,11.7,-100,4,13,-100.5,13.1,3.6,14.6,,5.8,,12.8,-42.3,-100.5
1627,4261564,1502520,CC1=CC=C(C=C1)CN2C3=C(C=N2)C(=NC=N3)N4CCN(CC4)C5=CC=CC=C5C,Active,58,,,=,1.596,1.143,16.3,-100,1.57,14,-87.3,4.4,21.7,13,-22.1,,-33.7,,-69.4,-87.3
1628,14733036,9550364,CC1CCN(CC1)C2=[N+](N(N=C2[N+](=O)[O-])C3=CC4=C(C=C3)OCCO4)[O-],Active,64,,,=,0.431,1.095,-15.5,-99.3,2.06,14,-99.8,-18.6,-31.2,-49.4,-82.5,,-89.6,,-98.7,-99.8
1629,14739236,5010903,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC3=C(C=C2)N(C(=C3)C)C,Active,55,,,=,3.201,1.074,-14.1,-100,2.83,14,-91.1,-8.5,-17.8,-8.1,-22.6,,-25.7,,-50,-91.1
1630,24781351,9557304,C/C(=N\NC(=O)C1=CC=CC=C1O)/CN2C=NC(=N2)[N+](=O)[O-],Active,58,,,=,1.733,1.098,0,-100,1.4,14,-85.2,-0.7,-6.1,-9.7,-24.2,,-44.6,,-68.4,-85.2
1631,26665473,6868234,C1=CC=C(C(=C1)/C=N/NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4)F,Active,64,,,=,0.357,1.048,-16.2,-99.1,4,13,-100.3,-19.7,-18.5,-63.8,,-100.3,,-97.2,-97.4,-98.3
1632,24823184,4317171,C1=CC=C(C=C1)N=C2C3=C(C=C(C=C3[N+](=O)[O-])[N+](=O)[O-])N(N2C4=CC=CC=C4)O,Active,65,,,=,0.313,1.054,0,-103.4,1.92,14,-101.5,-11.4,-32.3,-55.7,-92.2,,-99.3,,-100.9,-101.5
1633,24782993,16188007,CCN1CCN(CC1)C2=CC=C(C=C2)NC(=O)CCC3=C(N4C(=C(C(=N4)C)C5=CC=C(C=C5)F)N=C3C)C,Active,58,,,=,1.479,1.105,2.7,-100,1.78,14,-97.5,3.3,-3.5,0.9,,-32.4,,-44.3,-78.7,-97.5
1634,47201982,2922233,CC1=CC(=C(C(=C1)Br)OCCOCCN2CCN(CC2)C)Cl.C(=O)(C(=O)O)O,Active,70,,,<,0.1,,0,-100,0.5,12,-94.6,-60.6,-53.9,-68.7,,-73.1,,-86,-89.8,-94.6
1635,24836641,2460667,C1=CC(=CC=C1C2=NN=C(O2)CN3C(=O)C(=C(C=N3)Cl)Cl)Cl,Active,59,,,=,1.153,1.05,-6.5,-100,2.94,13,-98.5,-6.4,-8.3,-6.1,-28,,-69.7,,-95.9,-98.5
1636,24828629,16196089,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)CSC(=[NH2+])N.[Cl-],Active,60,,,=,1.032,1.141,-12.2,-87.3,3.78,13,-96,-15.6,-10.2,-12.6,-29.4,,-73.3,,-80.9,-96
1637,26670054,16682610,C1CCC(CC1)CCCCN2[C@H](CN=C2N)CC3=CC=C(C=C3)O,Active,59,,,=,1.398,1.236,-11.9,-100,1.62,13,-99.4,-22,-6.4,-18.9,,-42.7,,-58.9,-55.5,-99.4
1638,17408046,3146345,C1COCCN1CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)[N+](=O)[O-])[N+](=O)[O-],Active,60,,,=,0.963,1.146,-13.4,-105.7,1.65,14,-98.9,-13.7,-22.1,-29.1,,-53.4,,-74.7,-98.3,-98.9
1639,24813089,16193912,CCCCN(CC)CCCNC(=O)C1CCN(CC1)C2=NC=NC3=C2SC4=CC=CC(=C43)F,Active,70,,,<,0.1,,0,-104.7,0.9,14,-101.4,-61.2,-68.5,-85.9,,-96.2,,-98.6,-100.6,-101.4
1640,24811841,9647099,CC1=CC(=NN1CC(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-])C,Active,61,,,=,0.845,1.114,-18.4,-99.6,2.73,13,-100.2,-14.2,-29,-12.7,-55.9,,-82.9,,-97.5,-100.2
1641,24840532,2078551,C1=CC=C(C=C1)CNC(=O)NC(=O)CN2C=NC3=C(C2=O)C=CC(=C3)[N+](=O)[O-],Active,67,,,=,0.223,1.048,0,-105.2,1.29,14,-101.9,-30.6,-44.5,-70.1,-87.8,,-98.8,,-101.5,-101.9
1642,24823390,1179390,C1CCN(C1)S(=O)(=O)C2=CC3=C(C=C2)N=C(S3)NC(=O)C4=CC=CC=N4,Active,57,,,=,2.153,1.088,-5.2,-100,4,13,-98.5,-2.7,-10.4,-6.9,-4.7,,-13.1,,-85.6,-98.5
1643,24816044,16194820,CCCCN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)N(CCN(C)C)C2=NC3=C(S2)C=C(C=C3)C.Cl,Active,67,,,=,0.182,1.082,0,-100.1,1.59,13,-98.6,-31.8,-40.7,-79.7,-91.9,,-97.1,,-98.1,-98.6
1644,17415154,699795,CCN1C2=CC=CC=C2N=C1NC(=S)NC3=CC=CC=C3,Active,63,,,=,0.53,1.093,25,-100,2.34,13,-97.7,31.9,27.8,-20.8,,-61.1,,-92.4,-97.7,-92.8
1645,49642465,24746883,C1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C3=CC=CC=C3)C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5.[O-]Cl(=O)(=O)=O,Active,66,,,=,0.264,1.055,0,-100.3,1.52,14,-99.1,-21.4,-36.1,-63.5,-85.4,,-93.3,,-97.4,-99.1
1646,24803844,2955071,C1COCCN1C2=CC=C(C3=NON=C23)NC(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Active,54,,,=,3.771,1.088,-9,-100,4,14,-92.9,-13.6,-8,-2,,-4,,-23.2,-30.3,-92.9
1647,17503755,9593780,CC1=CC2=C(N=C(N=C2C=C1)N/C(=N/S(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-])/N)C,Active,67,,,=,0.199,1.045,0,-101.5,1.61,14,-100.8,-27.2,-47.7,-75.3,-92.5,,-98,,-99.1,-100.8
1648,14736821,757908,CC1=CC2=C(C=C1)NC(=C(C2=O)C/C=C(/C)\Cl)C,Active,65,,,=,0.324,1.062,0,-103.5,1.75,14,-101.8,-14.8,-26.4,-62.1,,-82.6,,-100.3,-101.8,-101.5
1649,49828277,5776408,COC1=CC(=CC(=C1OC)OC)C2=C3C(=CC(=N2)C(=O)NC4CCN(CC4)CC5=CC=CC=C5)C6=CC=CC=C6N3,Active,69,,,=,0.125,1.189,0,-100,0.75,13,-99.8,-47.8,-58.6,-72.6,-69.6,,-88.2,,-94.8,-99.8
1650,22409528,3351443,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CN(N=C3C4=CC=C(C=C4)F)C5=CC=CC=C5,Active,56,,,=,2.493,1.05,0.2,-100,3.38,13,-94.2,2,2.3,-6.2,2.4,,-15.5,,-65.2,-94.2
1651,17433613,2188356,CCCCN(CCCC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Active,61,,,=,0.798,1.263,22.8,-100,1.48,13,-102.3,22,10.2,-19.7,,-32.9,,-53.6,-102.3,-100.7
1652,22403588,2434116,C1=CC=C(C=C1)C2=C(N(N=C2CSC3=NC4=CC=CC=C4N3)C5=CC(=CC=C5)Cl)N,Active,59,,,=,1.173,1.122,-12.7,-100,3.14,14,-100.8,-1.8,-10.1,-32.8,,-28.2,,-77.4,-97.9,-100.8
1653,22409560,15945312,CN1CCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)NC(=O)C4=CC=C(C=C4)C#N,Active,59,,,=,1.139,1.088,-10.5,-102.7,2.36,14,-98.8,-9.4,-13.4,-16.5,,-39.3,,-72.1,-97.8,-98.8
1654,24821991,9555051,C1=CC=C(C=C1)C2=CC(=C(N2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)/C=N/NC(=O)CC#N,Active,58,,,=,1.515,1.074,0,-100,2.11,13,-98.5,1.9,10.1,-15.3,,-22.2,,-46.4,-85.8,-98.5
1655,14733625,2177616,CS(=O)(=O)NCCSCC1=C(C=CC=C1Cl)Cl,Active,52,,,=,36.93,2.658,11,-100,0.5,11,-18.3,10.5,6.5,3,,-8.7,,-8.4,-18.3,-15.9
1656,47197237,23723465,CC1=C(C=C(C=C1)CN2CCC(CC2)OC3=CC=CC(=C3)C(=O)N(C)CCN(C)C)C,Active,70,,,<,0.1,,0,-107.8,0.5,13,-98,-67.3,-61,-80.5,-86.7,,-90.2,,-94.7,-98
1657,47195496,822107,CC1=CC(=CC(=C1C(=O)CC(=O)C2=C(C=C(C=C2C)OC)C)C)OC,Active,56,,,=,2.666,1.066,9.3,-100,3.05,12,-101.4,2.5,12.9,20.6,,5.3,,-12.3,-52,-101.4
1658,24837027,6901828,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Active,67,,,=,0.218,1.203,0,-95,1.02,13,-93.2,-31.2,-40.2,-68.3,-69.8,,-82.4,,-88.6,-93.2
1659,22408595,15945266,CCC1=CC=CC(=C1NC(=O)COC(=O)C2=C3CCC/C(=C/C4=CC=CS4)/C3=NC5=CC=CC=C52)C,Active,57,,,=,2.22,1.158,0,-100,4,14,-100.9,-19.1,-19.1,-7.6,9.1,,6.1,,-97,-100.9
1660,14730977,2846887,CC1=CC(=C(C=C1)C)OCCCCN2C=CN=C2,Active,57,,,=,2.035,1.104,0,-100,4,14,-101.1,7.4,2.9,6.1,,-27.7,,-15.7,-94.6,-101.1
1661,857703,659062,CN(CC1=CC=CC=C1)CC2=CNC3=CC=CC=C32,Active,60,,,=,0.972,1.123,0,-100,1.66,12,-101.6,-0.7,-2.5,-13.4,-48.2,,-61.8,,-83.6,-101.6
1662,17387367,9679865,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N3C(=CC(=N3)C)C)N/N=C/C4=CC(=C(C(=C4)OC)OC)OC,Active,62,,,=,0.608,1.066,9.6,-100,4,14,-97.8,15.6,-3.3,3.9,-72.1,,-92,,-97.8,-97.7
1663,24830158,17520,C1=CC=C2C(=C1)C(=O)NS2,Active,63,,,=,0.524,1.108,0,-100,0.79,14,-89.7,-24.4,-22.1,-50.1,,-61.9,,-66.4,-77.9,-89.7
1664,24781953,6875756,C1=C(OC(=C1)C2=CC(=C(C=C2Cl)Cl)Cl)/C=N/NC(=S)N,Active,69,,,=,0.122,1.028,0,-99.5,4,13,-100.5,-29,-91.9,-100.5,-99.9,,-100.3,,-96.7,-97.4
1665,26664122,2032585,CN(C)CCCN1C2=C(C3=C(S2)CCCCC3)C(=O)N(C1=O)CCC4=CC=CC=C4,Active,69,,,=,0.113,1.105,0,-99.1,1.28,14,-99.2,-42.6,-74,-74.2,-93,,-96,,-97.5,-99.2
1666,24788882,16189381,CCN(C1=CC=CC=C1C)C(=O)C2=CC3=C(S2)C4=C(C=CC(=C4)C)NC3=O,Active,61,,,=,0.857,1.194,25,-52.7,4,14,-55.5,41.1,29.9,45.3,,-11.1,,-46.2,-55.5,-50.5
1667,4262035,2211952,CCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,Active,54,,,=,3.628,1.093,-7.1,-100,3.26,14,-86.7,2.2,-8.5,-7.7,,-13.5,,-16,-37.6,-86.7
1668,24785650,6043335,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N3CCOCC3)N/N=C\C4=CC5=C(C=C4)OCO5,Active,64,,,=,0.393,1.085,0,-100,2.04,13,-98.1,8.4,-31.5,-49,-77.9,,-91.3,,-96.7,-98.1
1669,17507112,799470,CC1(N(C2=CC=CC=C2N1C)C)C3=CC=CC=C3,Active,66,,,=,0.278,1.096,0,-100,1.75,14,-100.7,-3.3,-48.7,-54.9,-84.5,,-99.3,,-100.2,-100.7
1670,860633,661910,CCOC(=O)C1=C(SC=C1C2=CC=CS2)NC(=O)C3=CC=NC=C3,Active,57,,,=,2.142,1.047,2.3,-100,3.03,10,-72.5,9.4,-0.1,-3.5,1.8,,-24.7,,-72.5,
1671,24832222,2080746,CN(C)CCCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC3=NC(=CS3)C4=CC(=CC=C4)Br,Active,58,,,=,1.655,1.065,15.8,-100,2.97,14,-97.6,22,16.3,12.9,-2.7,,-28,,-88.7,-97.6
1672,17416351,2962400,COC1=C(C(=CC(=C1)CNC2CCCC2)Cl)OCC3=CC=CC=C3Cl.Cl,Active,59,,,=,1.17,1.094,14.7,-112.1,1.63,14,-101.1,12.2,11.4,-7.7,-25.5,,-58.2,,-94.8,-101.1
1673,14736775,784312,COC1=C(C=C(C=C1)CNC2=CC3=C(CCC3)C=C2)OC,Active,52,,,=,15.385,1.62,-13.2,-100,1.03,14,-37,-12.5,-18.4,-11.1,-16.3,,-22.2,,-25.9,-37
1674,14728196,1226928,C1=CC=C(C=C1)C(=O)C2=C(C(=C(S2)NC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4)N,Active,58,,,=,1.47,1.073,-16.2,-98.4,3.33,14,-100.2,-12.6,-20.3,-19.1,-20.7,,-60.8,,-87.6,-100.2
1675,848958,651422,CCCN1CCCC2=C1C=CC(=C2)CN.C(=O)(C(=O)O)O,Active,69,,,=,0.127,1.128,0,-100,1.56,12,-101.1,-36.3,-74.6,-81.4,-88.5,,-96.3,,-101.1,
1676,17506534,5346381,CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=N/NC(=S)N)C,Active,65,,,=,0.315,1.015,-0.9,-100.7,4,13,-101.2,-2.3,-12.4,-69,-99,,-101.2,,-100.4,-99
1677,17408031,5760298,C1=CC=C(C=C1)C(=O)/C(=C/C2=CC=C(C=C2)Cl)/C3=NC4=CC=CC=C4N3,Active,61,,,=,0.824,1.067,-16.6,-93.7,3.37,14,-93.2,-11.7,-18.9,-26.4,,-50.6,,-90.9,-90,-93.2
1678,56323265,24982416,CCOC(=O)C1=C(NC(=C1C)C(=O)OCC(=O)NC2=C(C(=C(S2)C(=O)N(C)C)C)C(=O)OCC)C,Active,64,,,=,0.36,1.146,0,-109.4,1.2,14,-102.7,-28.2,-30.9,-49.8,-81.6,,-96.7,,-102.7,-101.5
1679,22400570,6884367,C1=CC=C2C(=C1)C=CC=C2NCC(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-],Active,70,,,<,0.1,,0,-101.7,0.93,14,-100.1,-78.7,-79.8,-96.8,-98.5,,-99.1,,-100.1,-99.3
1680,22415320,751550,CC(C)(C)C1=CC=C(C=C1)OC2=NC(=NN2C)[N+](=O)[O-],Active,67,,,=,0.201,1.07,0,-97.7,4,13,-98.9,6.2,-54.2,-85,-98.6,,-98.9,,-98.9,-98.7
1681,49665798,5093561,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC=C3OCCOCCNCC4=CC=C(C=C4)F,Active,66,,,=,0.226,1.201,0,-106.1,1.03,12,-97.9,-31.7,-51.6,-61.6,-85.8,,-93.6,,-97.9,
1682,24791834,4466069,COC1=CC=CC=C1NS(=O)(=O)C2=CC=CC(=C2)NC(=O)NC3=CC=C(C=C3)Cl,Active,57,,,=,1.802,1.089,-18.9,-100,4,14,-100.2,-13.9,-12.8,-24.3,-29.4,,-40.4,,-98.4,-100.2
1683,858189,9568654,CN1CCN(CC1)/C=N/C2=C(C3=C(S2)CCCCC3)C#N,Active,60,,,=,1.01,1.309,-25,-100,1.8,13,-97.7,-34.7,-18.2,-40.8,-49.1,,-78.6,,-88.4,-97.7
1684,56321384,16573308,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCCC3=CNC4=CC=CC=C43,Active,54,,,=,4.01,1.115,0,-100,4,12,-97.9,6.1,3.7,5.5,8,,-16.6,,-16.2,-97.9
1685,24782738,16187937,CCCCN(CC)CCNC(=O)C1=CN(C(=O)C2=CC=CC=C21)C3=CC=C(C=C3)Cl,Active,60,,,=,0.896,1.094,-9.7,-97.8,1.73,13,-95.5,-13.7,-11.9,-24,-50,,-70.4,,-87.8,-95.5
1686,22409688,2325184,CC1=C(C(=CC=C1)NC(=O)C2=CC=C(S2)[N+](=O)[O-])C,Active,62,,,=,0.691,1.16,8.6,-100,2.07,14,-100.3,17.9,-15.7,-9.2,,-54.4,,-82.9,-100.3,-99.6
1687,862236,663459,CN(C)C1=C(N=C(O1)C2=CC=C(C=C2)OCC3=CC=C(C=C3)Cl)C#N,Active,52,,,=,8.313,2.018,0,-100,4,12,-20.8,12.6,14.8,-3.3,-10.9,,11.7,,-2.2,-20.8
1688,22402450,4246134,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3N2)NC(=O)C4=C(C5=CC=CC=C5S4)Cl,Active,57,,,=,2.104,1.194,0,-100,1.23,13,-81.1,5.8,-16.6,-26.8,,-22.7,,-22.7,-71.7,-81.1
1689,14737781,5224712,CCOC1=CC=C(C=C1)N2C=C(C3=CC(=C(C=C3C2=O)OC)OC)C(=O)NC4=CC(=CC=C4)Cl,Active,54,,,=,3.704,1.111,-25,-100,2.23,12,-82.9,-32.4,-22.5,-26.6,-31.8,,-31.8,,-52,-82.9
1690,24779105,3564277,CC1=CC2=C(C=C1)NC(=C2N=NC3=NC4=CC=CC=C4S3)O,Active,55,,,=,3.38,1.089,-8.6,-100,3.69,13,-91,-23.6,-13.8,-1.9,,-0.3,,-17.3,-43.5,-91
1691,24813272,9641352,COC1=C(C=CC(=C1)/C=N/NC2=NC(=NC(=N2)NC3=CC=CC=C3)N4CCOCC4)OC(=O)C5=CC=CO5,Active,60,,,=,0.895,1.119,-24,-98.4,1.85,14,-98.8,-26.7,-27.8,-34.1,-57.2,,-78.2,,-87.6,-98.8
1692,17506957,9587549,C1=CC=C(C=C1)/C(=N/OC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42)/N,Active,61,,,=,0.814,1.144,-15,-100,1.72,14,-100.8,-16.2,-18.6,-41.3,-50,,-74.2,,-99.2,-100.8
1693,49720350,24791085,CN(C)C1=NC=C(S1)CN2CCC(CC2)N3C(=CC=N3)NC(=O)C4=CC=CC=C4OC,Active,61,,,=,0.852,1.167,-25,-100,2,13,-98.5,-16.5,-30.9,-46.2,-47.4,,-87.2,,-96.7,-98.5
1694,24791089,1246990,COC(=O)NC1=NC(=CS1)C2=C(C=CC(=C2)Cl)Cl,Active,62,,,=,0.572,1.08,-7.7,-97.2,4,14,-97.1,-13.7,-9.4,-10.9,-83.4,,-92.6,,-97.1,-96
1695,17413049,135472512,COC1=CC(=C(C=C1)O)/C=N/NC(=O)C2=CC=C(C=C2)OCC3=CC(=CC=C3)Br,Active,61,,,=,0.77,1.108,-4.9,-100,2.17,14,-99.2,-7.2,-10.2,-17.5,-56.2,,-76.1,,-99.2,-98.9
1696,24821002,6491060,COC1=C(C=CC(=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])NC(=O)C3=CC=CS3,Active,63,,,=,0.548,1.191,0,-106.5,1.16,14,-98.9,-14.2,-18,-51.7,,-58.4,,-81.8,-98.9,-97.7
1697,49820024,16402079,CC(C)C[C@@H](C(=O)NC1CCN(CC1)CC2=CC=CC=C2)N3C(=O)[C@@]4(C5=C(CCN4C3=O)C6=CC=CC=C6N5)C,Active,55,,,=,6.885,1.713,-25,-100,0.81,11,-53.2,-30.3,-29,-36.3,-25,,-38.6,,-53.2,
1698,26657948,4880417,C1=CC=C(C(=C1)C(=O)NC2=NC(=CS2)C3=CC=CC=N3)N4C=NN=N4,Active,57,,,=,1.933,1.072,0,-100,4,14,-100.9,-6,-9.6,6.9,12.8,,-23.7,,-91.3,-100.9
1699,24819349,4667754,C1=CC=NC(=C1)C2=NC(=C(C(=N2)N)CC3=C(C=CC=C3Cl)F)N,Active,59,,,=,1.182,1.088,-4.7,-100,4,14,-99.2,-7.9,-7.8,-6.8,,-8,,-88.9,-99.2,-98.2
1700,24785683,2977639,C=CCC1=C(C=CC(=C1)Cl)OCCNCCN2CCOCC2.C(=O)(C(=O)O)O,Active,69,,,=,0.136,1.041,0,-100.5,1.39,14,-99.5,-41.2,-59.8,-83.1,,-92.7,,-98.2,-98.3,-99.5
1701,856821,6603487,CCCCN1C2=CC=CC=C2N(C1=N)CC(=O)C(C)(C)C.Br,Active,53,,,=,5.535,1.282,-25,-100,1.22,12,-66.8,-34.2,-22.6,-23.7,,-30.9,,-39.7,-47.2,-66.8
1702,56314718,24978630,CC(C)CN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)C3=CC=C(S3)[N+](=O)[O-],Active,61,,,=,0.783,1.109,0,-100,2.08,14,-100.2,-4.7,1.5,-19.4,-50.5,,-74.6,,-97.5,-100.2
1703,50085434,66146,C1=NC(=C(N1)C(=O)N)N.Cl,Inactive,0,,,>,30,,,,,10,-13.3,-8.2,-6.7,-12.4,,-7.9,,0.5,-13.3,
1704,24801058,135444062,C1CCN(CC1)C2=NC(=NC(=N2)N/N=C/C3=C(C=CC(=C3)Br)O)N4CCOCC4,Active,57,,,=,1.907,1.078,0,-100,2.9,14,-98.8,6.8,5.2,-1.4,,-23.3,,-28.2,-85,-98.8
1705,24805900,16192751,COC1=CC=C(C=C1)SCCC2=CC=NC=C2.Cl,Active,60,,,=,1.102,1.073,18.5,-100,2.6,13,-94.4,13.6,22.3,10,-12.6,,-64.8,,-90.1,-94.4
1706,24816068,9646459,COC1=CC=C(C=C1)C2=CC=C(O2)/C=N/NC(=S)NCC=C,Active,58,,,=,1.761,1.055,13.1,-100,3.73,12,-98.3,12.9,13.4,5.8,17,,-29.5,,-83.8,-98.3
1707,24815592,16194665,CC1=CC2=C(C=C1)N=C(S2)N(CCCN(C)C)C(=O)C.Cl,Active,66,,,=,0.236,1.1,0,-103.9,1.15,14,-99.8,-33.4,-41,-63,-87.8,,-93,,-98.1,-99.8
1708,22412568,76915,CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C,Active,62,,,=,0.62,1.063,7.6,-99.1,2.29,14,-97.6,4.8,2.7,-20.1,-56.3,,-86.9,,-97.2,-97.6
1709,24800406,16192075,CC1=C(C=C(C=C1)[C@@H]2C[C@H]3CN(C(=O)[C@@]34N2CCC4)CC5=CC=CC=C5OC)C,Active,56,,,=,2.263,1.106,0,-100,1.31,14,-79.6,1.7,-3,-14.1,,-24.6,,-29.5,-63.1,-79.6
1710,843464,645760,CC1=CC=C(O1)CN(CC2=CN=CC=C2)C(=O)CN3C(=O)COC4=CC=CC=C43,Active,66,,,=,0.276,1.067,0,-94.8,2.57,14,-95.8,2.8,-33.2,-63.5,,-88.4,,-93.7,-95.1,-95.8
1711,24833536,3604468,C1CN(CCN1CC2=C3C=CC=NC3=C(C=C2)O)S(=O)(=O)C4=CC=C(C=C4)Cl,Active,59,,,=,1.369,1.112,5.3,-100,2.11,12,-89.3,15.6,-6.7,-0.8,-21,,-46.4,,-89.3,
1712,14728303,6875617,COC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-],Active,63,,,=,0.469,1.108,-24.9,-99.9,2.68,14,-100.6,-33,-22.6,-54.6,-85.5,,-93,,-99.7,-100.6
1713,856745,658104,COC(=O)C1=CC=C(O1)C2=C(C3=C(S2)N=C(C4=C3CCCC4)N5CCOCC5)N,Active,56,,,=,2.629,1.084,4.1,-100,2.36,14,-86.9,1.5,4.2,6.4,,-3.5,,-20,-56.3,-86.9
1714,14722601,1430433,CCC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3=CC=CC=C3)C(=O)NC4=CC=CC=C4OC,Active,57,,,=,1.934,1.101,7.4,-100,2.55,14,-101.8,14.9,4,5.1,-7.3,,-27,,-72.1,-101.8
1715,17508535,1570351,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)CN3C=NC(=N3)[N+](=O)[O-],Active,70,,,<,0.1,,0,-101.8,1.18,14,-100.9,-74.1,-83.5,-96.4,,-99.5,,-100.3,-100.5,-100.9
1716,22412914,1214688,CC(=O)C(=S)NN(C1=CC=CC=C1)C2=NN=C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Active,52,,,=,6.437,1.204,1.1,-100,0.98,12,-48.5,-0.4,-0.5,-3.7,,-14.8,,-17,-30.9,-48.5
